text,hap_val,ang_val,sad_val,fea_val,dis_val,EMO_lab
"chcąc jakichkolwiek zmian w Polsce, musimy sobie powiedzieć prawdę x , my sami jako Polacy musimy chcieć tej zmiany i musimy w nią uwierzyć",1.2,0.6,0.64,0.92,0.52,HAP
"mijające pięć lat to był dla Polski naprawdę dobry czas, zwłaszcza w porównaniu z poprzednimi rządami obniżony wiek emerytalny, pięćset plus, trzysta plus wyprawki dla dzieci, zerowy podatek dla młodych do dwudziestego szóstego roku życia, mówię o podatku dochodowym",0.9,0.75,0.73,0.74,0.64,HAP
"mijające pięć lat to był dla Polski naprawdę dobry czas, zwłaszcza w porównaniu z poprzednimi rządami dla seniorów trzynasta emerytura i wreszcie godziwe waloryzacje",0.31,0.27,0.21,0.21,0.24,HAP
"mijające pięć lat to był dla Polski naprawdę dobry czas, zwłaszcza w porównaniu z poprzednimi rządami Polakom zaczęło się wreszcie żyć lepiej",0.25,0.28,0.19,0.2,0.24,ANG
"mijające pięć lat to był dla Polski naprawdę dobry czas, zwłaszcza w porównaniu z poprzednimi rządami bieda wśród dzieci została zredukowana prawie że do minimum",0.71,0.78,0.75,0.78,0.56,ANG
było trudno w gospodarce uderzył w nas koronawirus,0.2,0.1,0.11,0.14,0.09,HAP
uruchomiliśmy tarcze antykryzysowe i dzięki temu udało nam się osłonić miejsca pracy było trudno w gospodarce,0.89,0.46,0.4,0.55,0.32,HAP
uruchomiliśmy tarcze antykryzysowe i dzięki temu udało nam się osłonić miejsca pracy jest szansa na dalszy bardzo pomyślny rozwój,1.34,0.71,0.74,0.83,0.45,HAP
"publiczność może być  przekonana, że wyjdziemy nie tylko z kryzysu, ale przede wszystkim wrócimy na drogę dobrego rozwoju, gdy Andrzej Duda zostanie prezydentem słuchacze znają Andrzeja Dudę z tego, że swoje zobowiązania poważnie traktuję",0.86,0.54,0.53,0.61,0.43,HAP
"by osiągnąć x musimy zlikwidować część podatków, koncesji, zezwoleń chcemy mieć pensje większe niż Niemcy",0.9,0.76,0.76,0.78,0.62,HAP
"by osiągnąć x musimy zlikwidować część podatków, koncesji, zezwoleń by zrobić x należy sprawdzić na stornie Stanisława Żółtka jego program, stanisławżółtek.pl",0.59,0.54,0.52,0.53,0.5,HAP
"publiczność nie wierz, że Stanisław Żółte jako prezydent potrafi wymusić likwidację podatku dochodowego Stanisław Żółtek uroczyście oświadcza, że ułaskawi każdego Polaka, który byłby zagrożony jakimkolwiek wyrokiem w związku z niepłaceniem podatku dochodowego albo CIT albo PIT",0.87,0.78,0.81,0.82,0.69,HAP
"w sposób x można zlikwidować podatek Stanisław Żółtek uroczyście oświadcza, że ułaskawi każdego Polaka, który byłby zagrożony jakimkolwiek wyrokiem w związku z niepłaceniem podatku dochodowego albo CIT albo PIT",0.68,0.84,0.88,0.89,0.75,FEA
"Stanisław Żółtek wolałby porozmawiać o wyjściu Polski z Unii Europejskiej Polska na tym w tej chwili nie tylko traci, ale będzie traciła coraz więcej",0.86,0.89,1.05,1.08,0.51,FEA
"Polska na tym w tej chwili nie tylko traci, ale będzie traciła coraz więcej to potworne zbiurokratyzowanie Polski",0.76,1.5,1.74,1.86,0.94,FEA
Stanisław Żółtek wolałby porozmawiać o wyjściu Polski z Unii Europejskiej to  jest plan praktycznie wydłubania z Polski całej forsy zwykłym wydłubywaniem złota z powietrza,1.11,0.4,0.44,0.5,0.38,HAP
"to  jest plan praktycznie wydłubania z Polski całej forsy zwykłym wydłubywaniem złota z powietrza opłata za dwutlenek węgla, no to co nam się szykuje to jest jakiś horror istny",1.15,0.57,0.62,0.83,0.57,HAP
"rząd zajmuje się kupowaniem głosów wyborców tu za ich pieniądze pięćset plus, kolejne tysiąc plus, pięć tysięcy plus",0.56,0.52,0.42,0.44,0.44,HAP
rząd zajmuje się kupowaniem głosów wyborców tu za ich pieniądze bony turystyczne,1.08,0.9,0.67,0.77,0.77,HAP
"rząd zajmuje się kupowaniem głosów wyborców tu za ich pieniądze Stanisław Żółtkowi strach zaproponować rządowi, żeby może przypomnieli, że są budki od piwa, że może menelowe plus by jeszcze dorzucili",0.82,0.86,0.71,0.86,0.77,ANG
"Stanisław Żółtkowi strach zaproponować rządowi, żeby może przypomnieli, że są budki od piwa, że może menelowe plus by jeszcze dorzucili też to są głosy wyborcze",0.75,0.71,0.65,0.8,0.65,FEA
"jako prezydent Szymon Hołownia chciałby się zająć, już w pierwszym roku pełnienia funkcji prezydenta,  ambulatoryjną opieka specjalistyczna i profilaktyka ambulatoryjna opieka specjalistyczna i profilaktyka są inwestycją w to, żeby za kilka lat mniej zapłacić za szpital, który jest najdroższą częścią tego systemu",1.28,0.71,0.74,0.78,0.6,HAP
"jako prezydent Szymon Hołownia chciałby się zająć, już w pierwszym roku pełnienia funkcji prezydenta, promocją finansową w zawodach medycznych nie może pensja medyka czy to lekarz czy pielęgniarka, czy ratownik medyczny, czy diagnosta, czy fizjoterapeuta wyglądać tak, jak w tej chwili",1.39,0.87,0.83,1.02,0.77,HAP
"nie może pensja medyka czy to lekarz czy pielęgniarka, czy ratownik medyczny, czy diagnosta, czy fizjoterapeuta wyglądać tak, jak w tej chwili kwestia ochrony zdrowia to kwestia naszego bezpieczeństwa",1.74,0.81,0.79,1.11,0.71,HAP
kwestią ochrony zdrowia powinna zajmować się zwoływana przeze Szymona Hołownię co kwartał Rada Bezpieczeństwa Narodowego kwestia ochrony zdrowia to kwestia naszego bezpieczeństwa,1.66,0.68,0.68,0.91,0.63,HAP
"kwestią ochrony zdrowia powinna zajmować się zwoływana przeze Szymona Hołownię co kwartał Rada Bezpieczeństwa Narodowego jak ważnym problemem jest kwestia ochrony zdrowia, pokazała trwająca epidemia koronawirusa",1.6,0.78,0.79,1.0,0.69,HAP
"Polska powinna zdecydowanie sprzeciwiać się dyktatowi Unii Europejskiej zalew imigrantów spowoduje, że Europa zatraci swoją esencję kulturową",0.06,0.02,0.01,0.02,0.02,HAP
"Mirosław Piotrowski skierował pismo do pana prezydenta Donalda Trumpa, aby odpowiedział, czy sprawa cztery cztery siedem nas dotyczy trzeba wyjaśnić do końca sprawę cztery cztery siedem – trzystu miliardów dolarów",0.44,0.35,0.36,0.44,0.26,HAP
"Mirosław Piotrowski również zabiegał o to, aby i Unia Europejska i Polska miała bardzo dobre kontakty ze Stanami Zjednoczonymi to, że Mirosław Piotrowski opowiadał się za tym, aby Unia Europejska stała na tej podwalinie chrześcijańskiej nie oznacza, że Polska nie powinna prowadzić aktywnej polityki transatlantyckiej",0.87,0.6,0.51,0.62,0.51,HAP
Krzysztof Bosak pragnie podziękować tym wszystkim którzy kilka lat temu wymogli na rządzie Prawa i Sprawiedliwości zmianę stanowiska program przymusowej relokacji uchodźców został odrzucony po szerokich społecznych protestach,0.64,0.72,0.66,0.74,0.56,FEA
"Musimy też ostrożnie podchodzić do polityki migracyjnej, którą prowadzi obecny rząd przez ostatnie kilka lat populacja muzułmanów w Polsce uległa podwojeniu",0.68,0.91,0.81,0.95,0.77,FEA
"Musimy też ostrożnie podchodzić do polityki migracyjnej, którą prowadzi obecny rząd obecny rząd operuje cynicznie hasłami antymigracyjnymi",0.83,1.1,0.74,1.01,0.97,ANG
"Krzysztof Bosak zachęca prezydenta Andrzeja Dudę, gdy będzie w Białym Domu w przyszłym tygodniu, by powiedział, że odrzuca W innych sprawach w polityce zagranicznej musimy dumnie bronić swoich interesów narodowych",1.29,1.03,0.97,1.03,0.82,HAP
"Dzisiaj niestety, jeśli chodzi o bezpieczeństwo Polski, jesteśmy osamotnieni Rząd Prawa i Sprawiedliwości doprowadził do tego i polityka prezydenta Dudy, że w Unii Europejskiej nikt nie chce z nami rozmawiać",0.88,0.66,0.66,0.62,0.58,HAP
"trzeba wzmocnić pozycję Polski w Unii Europejskiej dla naszego własnego bezpieczeństwa, budując wspólnotę, która stworzy przestrzeń dla każdego i każdej, który chciałby zamieszkać w Rzeczypospolitej Polskiej w kwestiach związanych z imigrantami decydują wszystkie kraje Unii Europejskiej wspólnotowo",0.51,0.19,0.21,0.25,0.17,HAP
"trzeba wzmocnić pozycję Polski w Unii Europejskiej dla naszego własnego bezpieczeństwa, budując wspólnotę, która stworzy przestrzeń dla każdego i każdej, który chciałby zamieszkać w Rzeczypospolitej Polskiej Polska zawsze była silna, kiedy była otwarta, kiedy była tolerancyjna, kiedy była wspólnotą, a słaba, kiedy jest podzielona",1.16,0.6,0.6,0.73,0.49,HAP
"Waldemar Witkowski dziwi się, że dyskutujemy nad czymś, co powinno być naturalną chęcią pomocy innym Obojętnie czy ktoś się urodził w Afryce, w Azji czy w Europie, jest takim samym człowiekiem jak my, Polacy",1.04,0.53,0.46,0.51,0.42,HAP
"należy pomagać uchodźcom uchodźcy mają dzieci, których nie mogą wychować, kobiety głodujące, niemogące wykarmić swoich dzieci",2.63,1.26,1.42,1.63,1.0,HAP
"Szymon Hołownia jako prezydent natychmiast zwróci się prezydenta Macron'a i kanclerz Merkel o wznowienie prac Trójkąta Weimarskiego jeżeli my chcemy w ogóle mieć wpływ na decyzje nas dotyczące, podejmowane w Unii Europejskiej, to musimy odnowić pozycję Polski w tejże Unii",0.78,0.53,0.5,0.58,0.46,HAP
"Szymon Hołownia jako prezydent będzie intensywnie pracował nad tym, żeby w ambasadach zainicjować powstawanie stanowisk rzeczników stabilności, którzy realnie zatroszczą się o tych w Wielkiej Brytanii polskich pracowników, czy w innych krajach Unii Europejskiej, którzy zaczynają teraz doświadczać problemów jeżeli my chcemy w ogóle mieć wpływ na decyzje nas dotyczące, podejmowane w Unii Europejskiej, to musimy odnowić pozycję Polski w tejże Unii",0.69,0.45,0.46,0.52,0.37,HAP
"Angela Merkel ma problem, niech go sobie sama załatwi na pewno nie jest Polska od tego, żeby pomagać Angeli Merkel w jej słynnym „Willkommen”",0.49,0.34,0.38,0.38,0.24,HAP
sprawy spadkowe są proste i nieskomplikowane polskie prawo dopuszcza sytuacje spadku między partnerami bez małżeństwa,1.3,0.71,0.78,0.85,0.53,HAP
"nauczycielom trzeba dobrze płacić, ale także trzeba ich godnie traktować postuluję od dawna, aby wrócić dawną emeryturę nauczycielską",0.57,0.74,0.69,0.67,0.48,ANG
"otwarcie gospodarki i wcześniejsza emerytura to są pomysły, o których warto rozmawiać nikt z polityków odważnie nie mówi, że demografia, wzrost demograficzny o który jest oparty system ZUS upada i nasze emerytury są zagrożone",1.07,0.58,0.68,0.72,0.45,HAP
"otwarcie gospodarki i wcześniejsza emerytura to są pomysły, o których warto rozmawiać ja zaproponowałem zmianę systemu naliczania emerytur i powiązanie jej z naszym dobrobytem, z naszym bogactwem",0.99,0.39,0.37,0.56,0.32,HAP
"otwarcie gospodarki i wcześniejsza emerytura to są pomysły, o których warto rozmawiać jednocześnie eksperci, którzy pracują dla Pawła Tanajno, wyliczyli, że jeżeli uruchomimy gospodarkę, jesteśmy w stanie obniżyć wiek emerytalny do pięćdziesięciu siedmiu lat dla kobiet i mężczyzn",1.21,0.55,0.61,0.68,0.44,HAP
"Rafał Trzaskowski ma w programie stypendia dla uzdolnionej młodzieży, pięćdziesiąt tysięcy stypendiów z małych wsi czy z małych miast trzeba dzisiaj wyrównywać szanse",1.08,0.45,0.47,0.53,0.36,HAP
"Polska PIS-u i Platformy Obywatelskiej to nie jest Polska godności Platforma Obywatelska i PIS doprowadzili do tego, że pielęgniarka z Krakowa, która pracowała ponad dwieście godzin, dostała cztery złote dwadzieścia pięć groszy dodatku",0.47,0.25,0.24,0.29,0.2,HAP
"każde dwie osoby powinny mieć prawo do przekazywania spadku sobie nawzajem, do otrzymywania o sobie nawzajem informacji w szpitalu osoby heteroseksualne mogą spadek sobie przekazywać, mogą dowiadywać się informacji w szpitalu nawzajem",1.62,0.72,0.78,0.91,0.57,HAP
"każde dwie osoby powinny mieć prawo do przekazywania spadku sobie nawzajem, do otrzymywania o sobie nawzajem informacji w szpitalu osoby homoseksualne nie mogą spadku sobie przekazywać, nie mogą dowiadywać się informacji w szpitalu nawzajem",1.45,0.64,0.72,0.84,0.49,HAP
"jako Prezydent Rzeczypospolitej Szymon Hołownia postara się zrobić wszystko, żeby współpracować z samorządami, drenowanymi dzisiaj przez rząd w tym, żeby żłobków było jak najwięcej polskim rodzinom zagraża dzisiaj brak żłobków, brak możliwości sprawnego powrotu do pracy po urlopie macierzyńskim",1.05,1.01,0.96,1.07,0.66,FEA
"jako Prezydent Rzeczypospolitej Szymon Hołownia postara się, żeby wreszcie weszła w życie realnie ustawa z piątki Kaczyńskiego, nazywana PKS Plus, która może pomóc rozwiązać problemy komunikacyjne znacznej części Polaków polskim rodzinom zagraża wykluczenie komunikacyjne, które dotyka czternaście milionów Polaków",0.73,0.57,0.55,0.66,0.46,HAP
"dziś są ważniejsze sprawy niż prawo par homoseksualnych do małżeństwa i adopcji dzieci, służba zdrowia, ochrona zdrowia ponad milion bezrobotnych, dzisiaj kolejne pięćset przypadków zarażenia koronawirusem, kryzys w ochronie zdrowia",2.17,0.93,0.95,1.29,0.8,HAP
"dziś są ważniejsze sprawy niż prawo par homoseksualnych do małżeństwa i adopcji dzieci, służba zdrowia, ochrona zdrowia prawo par homoseksualnych do małżeństwa i adopcji dzieci rozstrzygaliśmy już dziesięć razy",1.92,0.62,0.68,0.88,0.54,HAP
"przez ostatnie miesiące, razem z Mateuszem Morawieckim zrobili wszystko, żeby wynagrodzenia obniżyć i zwalniać ludzi Paweł Tanajno śmieszy wypowiedź Pana Andrzeja, który mówi, że wypłaty wyższe będą warunkiem przyjęcia euro",1.34,1.03,1.04,1.17,0.73,HAP
"oprócz Marka Jakubiaka, osoby tu zgromadzone, gdyby im postawić budkę z lodami na molo w Sopocie, to ta budka zbankrutowałaby w ciągu tygodnia jak Paweł Tanajno słyszy rozmowy polityków o gospodarce, to ma wrażenie, że nie szanują inteligencji widzów",0.73,0.52,0.51,0.57,0.36,HAP
"oprócz Marka Jakubiaka, osoby tu zgromadzone, gdyby im postawić budkę z lodami na molo w Sopocie, to ta budka zbankrutowałaby w ciągu tygodnia to są ludzie, którzy nie mają zielonego pojęcia o przedsiębiorczości, a pchają się do zarządzania państwem",0.91,0.63,0.64,0.71,0.44,HAP
"Paweł Tanajno ma program jako przedsiębiorca zwiększenia wynagrodzeń od ręki na trzydzieści procent musicie mieć państwo świadomość, że jeżeli dzisiaj pracodawca wypłaca dwa tysiące na rękę",1.25,0.59,0.57,0.67,0.52,HAP
"musicie mieć państwo świadomość, że jeżeli dzisiaj pracodawca wypłaca dwa tysiące na rękę kolejne siedemset złotych wypracowanych pieniędzy musi oddać tym ludziom i oni tracą",0.75,0.7,0.76,0.8,0.5,FEA
Paweł Tanajno ma program jako przedsiębiorca zwiększenia wynagrodzeń od ręki na trzydzieści procent wystarczy nie kraść,1.42,0.91,0.82,0.89,0.78,HAP
"najważniejszy będzie inny problem trzydziestu lat w Polsce nie postawiono tych budowli społecznych, które miał postawić i PiS i Platforma i inni, którzy rządzili",0.41,0.42,0.44,0.5,0.34,FEA
najważniejszy będzie inny problem gdzie jest ochrona zdrowia na miarę XXI wieku,1.64,0.98,1.05,1.31,0.83,HAP
najważniejszy będzie inny problem gdzie jest edukacja na miarę XXI wieku,0.28,0.58,0.66,0.64,0.43,SAD
"najważniejszy będzie inny problem gdzie wreszcie poważna rozmowa o tym, jak przeprowadzić zieloną transformację i chronić górników, a nie kopalnie",0.95,0.59,0.66,0.96,0.51,FEA
to są zadania dla prezydenta najważniejszy będzie inny problem,1.5,2.02,1.9,2.01,1.41,ANG
"pięć ustaw przesunie miliardy złotych z tych faraońskich niemądrych inwestycji, takich jak Centralny Port Komunikacyjny, na rozwiązywanie realnych problemów Polaków w programie gospodarki na przyszłość Szymon Hołownia powiedziałem wprost, że w ciągu pięciu miesięcy pierwszych urzędowania, złożę piec ustaw",0.62,0.52,0.54,0.66,0.45,FEA
prędzej czy później musimy zdecydować się na wspólną walutę ponad tysiąc lat temu umownie wstąpiliśmy do Europy,0.13,0.06,0.07,0.07,0.06,HAP
prędzej czy później musimy zdecydować się na wspólną walutę kilkanaście lat temu ponownie wstąpiliśmy do Unii Europejskiej,0.06,0.03,0.03,0.04,0.03,HAP
"jestem za euro w drodze referendum płace wzrosną, jeżeli będziemy mieć ten sam, tą samą walutę w całej Unii Europejskiej",0.4,0.18,0.21,0.26,0.15,HAP
"płace wzrosną, jeżeli będziemy mieć ten sam, tą samą walutę w całej Unii Europejskiej na czym mi zależy i Unii Pracy, żeby płace w Polsce wzrosły",0.36,0.21,0.16,0.24,0.11,HAP
w Polsce szybciej przyjmiemy ruble niż euro do przyjęcia rubli doprowadzą rządy Andrzeja Dudy i PiS,0.22,0.35,0.22,0.21,0.29,ANG
w Polsce szybciej przyjmiemy ruble niż euro Polską nadal będzie rządził prezydent Duda i PiS,0.62,0.48,0.41,0.44,0.4,HAP
"dla Polek i Polaków niewiele się zmienia PiS i PO obrażają się nawzajem, kłócą się, kto się zamieni stołkami",0.56,0.42,0.4,0.56,0.39,HAP
dla Polek i Polaków niewiele się zmienia PiSi PO nie zajmują się zdobywaniem funduszy dla Polski,0.65,0.55,0.49,0.7,0.44,FEA
"Robert Biedroń zaproponował plan odbudowy Polski, dwieście osiemdziesiąt miliardów złotych, które trafią do naszego kraju jako inwestycje w ramach wielkiego planu Marshalla dla Europy dla Polek i Polaków niewiele się zmienia",0.49,0.29,0.27,0.43,0.23,HAP
"to będzie przyszłość dla Polski Robert Biedroń zaproponował plan odbudowy Polski, dwieście osiemdziesiąt miliardów złotych, które trafią do naszego kraju jako inwestycje w ramach wielkiego planu Marshalla dla Europy",0.58,0.25,0.28,0.48,0.2,HAP
"to są realne środki, które powinny trafić do Polski na budowę tanich mieszkań, na wynajem dwa miliony paneli fotowoltaicznych to będzie przyszłość dla Polski",1.36,0.54,0.63,0.8,0.49,HAP
"środki będą sprawiały, że w końcu będziemy mieli rozwiązane te wszystkie kwestie to są realne środki, które powinny trafić do Polski na budowę tanich mieszkań, na wynajem dwa miliony paneli fotowoltaicznych",1.02,0.48,0.57,0.59,0.43,HAP
